('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.6577990136697419, 'scale': 0.02468588132911425, 'elite_rate': 0.3121946320923225, 'mutation_rate': 0.7816660364111881, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'uniform', 'mating_pool_factor': 0.40896615636452593, 'scale': 0.8739232508371788, 'elite_rate': 0.8111694056783859, 'mutation_rate': 0.8515708596510428, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.3578403295338012, 'scale': 0.8458897251473987, 'elite_rate': 0.8621521829912285, 'mutation_rate': 0.4434056550173979, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.6118238373465779, 'scale': 0.2945364614048714, 'elite_rate': 0.09805386251966842, 'mutation_rate': 0.8090890027721784, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'two', 'mating_pool_factor': 0.618625476735642, 'scale': 0.8524955713053332, 'elite_rate': 0.33902378444254844, 'mutation_rate': 0.721043439947808, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.12107835636603384, 'scale': 0.9412023068776857, 'elite_rate': 0.2126508050872997, 'mutation_rate': 0.21483030087315244, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.7833418977031981, 'scale': 0.24303802918797454, 'elite_rate': 0.03953779907004531, 'mutation_rate': 0.8579540109855215, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'single', 'mating_pool_factor': 0.6050327957284011, 'scale': 0.18788886570083485, 'elite_rate': 0.03324734700822306, 'mutation_rate': 0.6539263755600921, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.3258012720744495, 'scale': 0.11779986790093408, 'elite_rate': 0.5933636220218789, 'mutation_rate': 0.8261143546535545, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.2671631587941786, 'scale': 0.021784883965188444, 'elite_rate': 0.550476511102901, 'mutation_rate': 0.7554250049720423, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.8966415078697111, 'scale': 0.4891469191289485, 'elite_rate': 0.3080856277702792, 'mutation_rate': 0.3393700214916284, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'uniform', 'mating_pool_factor': 0.6960610601443332, 'scale': 0.8939631278688468, 'elite_rate': 0.422145825071638, 'mutation_rate': 0.8773175969885337, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.24226620935950957, 'scale': 0.15256157631631856, 'elite_rate': 0.16917626664820665, 'mutation_rate': 0.20151033479926983, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'uniform', 'mating_pool_factor': 0.6740455154506628, 'scale': 0.04173551114757566, 'elite_rate': 0.015237191866839866, 'mutation_rate': 0.24536128239090962, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'blend', 'mating_pool_factor': 0.5560486327904367, 'scale': 0.09515764388446275, 'elite_rate': 0.45652322587491195, 'mutation_rate': 0.5537152503907116, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'single', 'mating_pool_factor': 0.5301112824054096, 'scale': 0.8719466366857874, 'elite_rate': 0.16735205297247763, 'mutation_rate': 0.3087726991346009, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'uniform', 'mating_pool_factor': 0.5682113617030717, 'scale': 0.9379314193240326, 'elite_rate': 0.7367288959893292, 'mutation_rate': 0.8605834971836201, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.8952538118750389, 'scale': 0.400636436296686, 'elite_rate': 0.8780514145524038, 'mutation_rate': 0.7258289542482939, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.6060009004877581, 'scale': 0.30810823904376555, 'elite_rate': 0.39370575443452227, 'mutation_rate': 0.49772702805294267, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.7312981285111516, 'scale': 0.975688283509529, 'elite_rate': 0.04534193097391848, 'mutation_rate': 0.6439189779200165, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.4189352632926624, 'scale': 0.12237293752509172, 'elite_rate': 0.643780185941437, 'mutation_rate': 0.14515176732438176, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.17483776905559006, 'scale': 0.36301205644026374, 'elite_rate': 0.021045550837994573, 'mutation_rate': 0.2831176409312033, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.7356577456022245, 'scale': 0.15124175029091033, 'elite_rate': 0.6849775203746146, 'mutation_rate': 0.7191752681030873, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'single', 'mating_pool_factor': 0.7605261649868637, 'scale': 0.3546763956186361, 'elite_rate': 0.39142688820053684, 'mutation_rate': 0.2845497696253382, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.37587757203065675, 'scale': 0.7470246994497491, 'elite_rate': 0.33559060142948305, 'mutation_rate': 0.4306844904551622, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'single', 'mating_pool_factor': 0.8469398456136754, 'scale': 0.7431143770384552, 'elite_rate': 0.5217685186626214, 'mutation_rate': 0.7887271597507158, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'single', 'mating_pool_factor': 0.8981384587532362, 'scale': 0.2573515897651431, 'elite_rate': 0.6213358691210821, 'mutation_rate': 0.3934624461347266, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.6161904103674856, 'scale': 0.6249882532659231, 'elite_rate': 0.14779259599743366, 'mutation_rate': 0.6139842653020755, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.8882354441824074, 'scale': 0.380090460405124, 'elite_rate': 0.5622342958890001, 'mutation_rate': 0.5515858435712797, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.6339224898176108, 'scale': 0.6671891490502905, 'elite_rate': 0.2255221572765668, 'mutation_rate': 0.18443290694191883, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'blend', 'mating_pool_factor': 0.7716094317378032, 'scale': 0.48454537525335106, 'elite_rate': 0.5779860817182504, 'mutation_rate': 0.39628452737173026, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.612639916245819, 'scale': 0.22476142698659024, 'elite_rate': 0.6778726087423761, 'mutation_rate': 0.6622329969896843, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.3995217000335991, 'scale': 0.8506525767008669, 'elite_rate': 0.2986247420906331, 'mutation_rate': 0.7487685305495213, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.37511009745319523, 'scale': 0.6342372720404807, 'elite_rate': 0.5172767362056411, 'mutation_rate': 0.8620876612817705, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'single', 'mating_pool_factor': 0.28928013810772446, 'scale': 0.4973050992333866, 'elite_rate': 0.6393850016696271, 'mutation_rate': 0.3491446896922593, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'blend', 'mating_pool_factor': 0.2778998666794589, 'scale': 0.21818286122477307, 'elite_rate': 0.76143898535244, 'mutation_rate': 0.6693136356392801, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.19547245359901214, 'scale': 0.014274747978549527, 'elite_rate': 0.7641415382167325, 'mutation_rate': 0.7567176757341887, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'single', 'mating_pool_factor': 0.26079711359779395, 'scale': 0.3694841315191532, 'elite_rate': 0.7445797679304855, 'mutation_rate': 0.37768109133762673, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.7345439464075261, 'scale': 0.10319199761254008, 'elite_rate': 0.12044508682741985, 'mutation_rate': 0.45272706543531394, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.10993747989474265, 'scale': 0.9505196459019518, 'elite_rate': 0.2181866324384831, 'mutation_rate': 0.10676323683927173, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'uniform', 'mating_pool_factor': 0.3545595789821617, 'scale': 0.5244967774581185, 'elite_rate': 0.4558823667161154, 'mutation_rate': 0.5040942889118065, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'uniform', 'mating_pool_factor': 0.18068321708119953, 'scale': 0.45572638375199886, 'elite_rate': 0.8913001259254827, 'mutation_rate': 0.8001761922355154, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.772483054451814, 'scale': 0.5065561658360498, 'elite_rate': 0.4690524507310324, 'mutation_rate': 0.5977011151154582, 'distribution': 'levy'}, 'none')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.755188307368105, 'scale': 0.39228817550798334, 'elite_rate': 0.4461225509812762, 'mutation_rate': 0.31223933464549813, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'single', 'mating_pool_factor': 0.11886655002483726, 'scale': 0.8084487126176368, 'elite_rate': 0.7401667704131413, 'mutation_rate': 0.4699245513064886, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.4845849729022913, 'scale': 0.603091835012762, 'elite_rate': 0.20844094918281833, 'mutation_rate': 0.5425300904330856, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.4831430293247059, 'scale': 0.8796428474135567, 'elite_rate': 0.6318120614938134, 'mutation_rate': 0.6649509393066648, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.10679641655231728, 'scale': 0.49841272764464967, 'elite_rate': 0.26777916768032667, 'mutation_rate': 0.3027786955006925, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'uniform', 'mating_pool_factor': 0.656958379470932, 'scale': 0.6889325981489768, 'elite_rate': 0.7025862300540473, 'mutation_rate': 0.4315173704931514, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.6620158246302844, 'scale': 0.09512260198932376, 'elite_rate': 0.7909207510199625, 'mutation_rate': 0.5326360848962353, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.7087990206679147, 'scale': 0.19607300733728683, 'elite_rate': 0.576977462397283, 'mutation_rate': 0.49420730684670766, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.6044809878554527, 'scale': 0.8332661751195682, 'elite_rate': 0.5424295542442098, 'mutation_rate': 0.3263173443505161, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.17185836198631316, 'scale': 0.6924641047172189, 'elite_rate': 0.33225066549200644, 'mutation_rate': 0.7512957706568608, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.5771341593162845, 'scale': 0.05115593161549886, 'elite_rate': 0.009731621363676479, 'mutation_rate': 0.38172992434994757, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.427482760896132, 'scale': 0.7414571055470314, 'elite_rate': 0.07618636685847203, 'mutation_rate': 0.7390689771899938, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.7705275740149103, 'scale': 0.3312300017734702, 'elite_rate': 0.7743793174488621, 'mutation_rate': 0.5855111973569944, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.5116332328204404, 'scale': 0.5048379152007694, 'elite_rate': 0.6293350846671933, 'mutation_rate': 0.20415834636558872, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'single', 'mating_pool_factor': 0.2717903016126272, 'scale': 0.5264098961112093, 'elite_rate': 0.6099617082903798, 'mutation_rate': 0.8225444202124509, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.8491733674194175, 'scale': 0.8601274775501945, 'elite_rate': 0.3635379137875473, 'mutation_rate': 0.4869945043306133, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'blend', 'mating_pool_factor': 0.34462359774044105, 'scale': 0.022872254317504427, 'elite_rate': 0.3981636208176207, 'mutation_rate': 0.31358477408700114, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'blend', 'mating_pool_factor': 0.21438206138574123, 'scale': 0.41936483812664194, 'elite_rate': 0.41357383968600353, 'mutation_rate': 0.5557846824635786, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.2501760244644148, 'scale': 0.903157070542986, 'elite_rate': 0.6770937376654936, 'mutation_rate': 0.7032701786134153, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.10956668577820212, 'scale': 0.8898725689688389, 'elite_rate': 0.2631913369424721, 'mutation_rate': 0.12305323514355011, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.2027346692663364, 'scale': 0.8141063270475715, 'elite_rate': 0.8968494301551169, 'mutation_rate': 0.6302677375034733, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'single', 'mating_pool_factor': 0.7330117040480492, 'scale': 0.2256232302466211, 'elite_rate': 0.16484064300023452, 'mutation_rate': 0.5665544261263177, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'single', 'mating_pool_factor': 0.2855410047272794, 'scale': 0.17910619568982605, 'elite_rate': 0.3829691416731634, 'mutation_rate': 0.8058797678322641, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'blend', 'mating_pool_factor': 0.797282152157876, 'scale': 0.7585492113937348, 'elite_rate': 0.6475245059242507, 'mutation_rate': 0.4994267437954717, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.5267060413259687, 'scale': 0.7582135675402446, 'elite_rate': 0.5196723008411953, 'mutation_rate': 0.1573551008853681, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.11493336208077275, 'scale': 0.7876737480119462, 'elite_rate': 0.17315170606800281, 'mutation_rate': 0.29184151556895566, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.44058631980891083, 'scale': 0.9303005190796555, 'elite_rate': 0.6631219846036053, 'mutation_rate': 0.6036853253164491, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.1046220351562232, 'scale': 0.17514305073236755, 'elite_rate': 0.23036265040084125, 'mutation_rate': 0.7458045421603584, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.7380628333385688, 'scale': 0.0853314174834779, 'elite_rate': 0.016836170814274118, 'mutation_rate': 0.3410188210102939, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.2660418339575972, 'scale': 0.3993532793550933, 'elite_rate': 0.09660725133516954, 'mutation_rate': 0.7011361633005017, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'single', 'mating_pool_factor': 0.8870396447741858, 'scale': 0.7212506857871145, 'elite_rate': 0.27370276682279887, 'mutation_rate': 0.25159692959050545, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'blend', 'mating_pool_factor': 0.4571898302796681, 'scale': 0.6059166152017305, 'elite_rate': 0.3672394869352962, 'mutation_rate': 0.5742002004936304, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.603857085142705, 'scale': 0.02757659363394823, 'elite_rate': 0.07271936842427719, 'mutation_rate': 0.44175752414335145, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.47115280315835595, 'scale': 0.2997511493563846, 'elite_rate': 0.10050336696910685, 'mutation_rate': 0.48078911969187677, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.6487765477548155, 'scale': 0.07658736972888408, 'elite_rate': 0.38723270032996965, 'mutation_rate': 0.6308842623522294, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.6405291525396632, 'scale': 0.3145769845242915, 'elite_rate': 0.6897747832436539, 'mutation_rate': 0.8598879762332426, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.4682314027888418, 'scale': 0.2547275558637875, 'elite_rate': 0.6246731076720414, 'mutation_rate': 0.5411382133223117, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'two', 'mating_pool_factor': 0.51479402803025, 'scale': 0.7916044898827056, 'elite_rate': 0.5808825318195052, 'mutation_rate': 0.7893291242238296, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.1780352129947117, 'scale': 0.9447445321764668, 'elite_rate': 0.4896323063384035, 'mutation_rate': 0.6774640514257011, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.8596694368475689, 'scale': 0.8637869184908542, 'elite_rate': 0.426154986396182, 'mutation_rate': 0.29694721921000555, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.6840575326209899, 'scale': 0.907435875205293, 'elite_rate': 0.26016425264010123, 'mutation_rate': 0.24413546864449964, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.12186002536777174, 'scale': 0.6130871827433695, 'elite_rate': 0.2646421790722001, 'mutation_rate': 0.13450123267313796, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.541791677280782, 'scale': 0.3640723572283972, 'elite_rate': 0.05267340853588623, 'mutation_rate': 0.7691484313389575, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.6835636327876997, 'scale': 0.26303074751290384, 'elite_rate': 0.8153557332331456, 'mutation_rate': 0.21358975696758342, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.3050835442086285, 'scale': 0.07162409469677901, 'elite_rate': 0.3987496664346884, 'mutation_rate': 0.11361735978582546, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.40619329412010596, 'scale': 0.42258450374789824, 'elite_rate': 0.21200295257587667, 'mutation_rate': 0.8945819504032902, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'uniform', 'mating_pool_factor': 0.10235037100439784, 'scale': 0.878892922459585, 'elite_rate': 0.31105046603017134, 'mutation_rate': 0.15675627360735792, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.7868690828895382, 'scale': 0.6324421185846396, 'elite_rate': 0.49363564790252873, 'mutation_rate': 0.5314402145092864, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'two', 'mating_pool_factor': 0.1774337144313906, 'scale': 0.4377477133422773, 'elite_rate': 0.5508520586296161, 'mutation_rate': 0.15172529281727348, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.8662719579649115, 'scale': 0.21669265196314338, 'elite_rate': 0.28330245085043393, 'mutation_rate': 0.13785673889491362, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'two', 'mating_pool_factor': 0.359653516278985, 'scale': 0.33844974946337997, 'elite_rate': 0.576133126473332, 'mutation_rate': 0.253165023624916, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'two', 'mating_pool_factor': 0.8518570217523004, 'scale': 0.04701847223507054, 'elite_rate': 0.39217297084218306, 'mutation_rate': 0.8678745522815783, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.5192311332448027, 'scale': 0.9468234904453765, 'elite_rate': 0.24101150468083135, 'mutation_rate': 0.46932828275202154, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.3132307198084019, 'scale': 0.9999543766609781, 'elite_rate': 0.08188653621033085, 'mutation_rate': 0.8395203603255691, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.543385948313215, 'scale': 0.2444192148799052, 'elite_rate': 0.18947720135676782, 'mutation_rate': 0.6228615960904469, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.537470063295534, 'scale': 0.606851695727466, 'elite_rate': 0.7456909387139964, 'mutation_rate': 0.6885786235360156, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.23451762076439853, 'scale': 0.9157715826990295, 'elite_rate': 0.13988886560798153, 'mutation_rate': 0.479058648355121, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.4883423522774567, 'scale': 0.0172774287089635, 'elite_rate': 0.8051487286997362, 'mutation_rate': 0.8166354817124543, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.16846343919549367, 'scale': 0.5343818243901908, 'elite_rate': 0.809137537201404, 'mutation_rate': 0.73356307468986, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.7980787560979952, 'scale': 0.9000575729986787, 'elite_rate': 0.7213234738225202, 'mutation_rate': 0.6991402882163114, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'two', 'mating_pool_factor': 0.11134742124018246, 'scale': 0.7338793302837555, 'elite_rate': 0.48851876496466506, 'mutation_rate': 0.8375518746060168, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.7015180203799637, 'scale': 0.833809232402328, 'elite_rate': 0.6091637784951076, 'mutation_rate': 0.33490747080564476, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'two', 'mating_pool_factor': 0.8242691115774176, 'scale': 0.40121592743632833, 'elite_rate': 0.6143132344515153, 'mutation_rate': 0.35836811846538175, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'two', 'mating_pool_factor': 0.7799258247640666, 'scale': 0.22657767568439083, 'elite_rate': 0.5342835630817082, 'mutation_rate': 0.6699359809596048, 'distribution': 'levy'}, 'all')
